6678534.4,25499353.64
6681654.08,25495752.93
6680726.19,25493800.41
6676213.13,25497898.49
6678043.11,25503207.5
6672715.29,25496461.01
6674029.43,25497571.96
6677652.77,25493418.9
6675215.02,25498623.47
6675411.6,25501271.19
6674175.96,25497315.99
6672528.02,25497372.92
6677319.62,25494005.48
6681168.06,25497732.04
6679045.77,25492591.42
6677978.9,25504996.41
6680720.11,25493028.96
6677169.9,25503005.85
6671358.19,25496383.9
6680293.05,25491888.69
6678787.24,25509682.63
6671987.93,25493215.4
6675385.89,25503432.84
6673239.77,25496942.06
6684542.58,25502474.52
6675154.41,25497993.34
6680995.18,25497756.2
6675678.06,25501688.15
6678571.87,25492995.69
6679946.94,25506264.96
6674831.63,25502436.1
6682686.74,25499899.91
6672270.47,25495301.35
6684519.45,25497472.94
6679560.95,25506840.41
6674868.37,25497138.35
6682937.38,25499336.98
6675054.41,25498485.84
6673815.16,25495703.26
6679851.69,25492565.84
6674206.02,25497335.4
6675642.37,25496134.54
6674723.54,25496337.75
6677352.56,25508242.1
6671956,25495376
6673139.3,25496219.05
6680820.39,25496008.07
6678479.59,25497873.67
6675158.04,25500454.66
6677521.52,25505023.54
6673474.69,25497251.09
6680060.23,25504473.07
6680387.25,25493878.65
6684176.95,25503220.5
6681507.39,25492850.16
6683848.81,25499472.84
6672093.1,25492728.19
6685955.09,25500799.66
6683362.9,25503803.32
6676044.04,25497600.14
6675162.19,25497902.72
6675226.69,25495452.2
6676260.6,25502371.81
6677607.34,25493399.63
6677170.56,25503112.96
6674934.53,25498614.97
6675373.55,25497136.87
6676836.38,25504236.51
6680209.97,25498112.77
6673009.54,25496072.03
6675352.65,25501401.25
6681447.31,25495826.8
6675177.89,25498146.64
6682369.76,25497473.99
6679636.47,25500586.07
6675378.95,25497251.99
6678980.03,25504546.23
6674913.62,25497365.9
6675953.84,25498604.38
6673350.71,25494822.33
6683159.13,25503724.47
6675404.31,25501268.31
6673038.14,25492281.01
6671989.23,25496778.22
6677894.68,25504738.12
6678805.41,25507419.26
6674935.37,25498613.59
6675232.75,25497854.98
6676106.72,25503074.91
6679848.51,25503055.04
6677430.52,25504890.69
6673139.92,25496437.41
6676024.03,25494335.93
6675177.08,25498129.2
6678809.3,25507421.16
6683832.35,25499629.04
6680723.59,25492098.73
6675599.86,25502000.83
6683676.2,25502348.44
6675698.03,25502052.57
6674923.06,25498309.27
6674749.57,25499455.12
6677310.22,25504197.00
6676512.01,25496429.03
6679983.22,25500670.42
6679997.01,25502658.11
6675666.32,25497154.35
6674023.85,25491907.24
6680493.68,25493833.09
6677737.52,25504873.12
6680803.92,25496004.2
6680596.2,25493463.4
6681658.93,25497353.03
6675367.25,25494838.69
6675951.31,25495970.46
6679780.62,25496353.77
6679500.7,25500669.64
6674242.18,25497383.66
6678854.96,25504312.98
6675398.29,25495162.5
6680456.22,25494455.7
6681691.27,25500282.99
6671565.94,25493631.91
6682104.91,25499268.88
6674398.85,25496106.81
